,title,Tokens,listed_in,country,type,rating
10924,The Box,"['couple', 'decide', 'whether', 'push', 'button', 'net', 'million', 'dollar', 'also', 'cause', 'death', 'complete', 'stranger']",Fantasy,United States,Movie,PG-13
10925,The Box,"['couple', 'decide', 'whether', 'push', 'button', 'net', 'million', 'dollar', 'also', 'cause', 'death', 'complete', 'stranger']",Thrillers,United States,Movie,PG-13
10926,The Boy,"['nanny', 'hired', 'couple', 'look', 'boy', 'shocked', 'learn', 'charge', 'actually', 'doll', 'couple', 'treat', 'like', 'human']",Horror,"United States, Canada, China",Movie,PG-13
10928,The Boy,"['nanny', 'hired', 'couple', 'look', 'boy', 'shocked', 'learn', 'charge', 'actually', 'doll', 'couple', 'treat', 'like', 'human']",Thrillers,"United States, Canada, China",Movie,PG-13
10929,The Boy in the Striped Pajamas,"['family', 'move', 'berlin', 'poland', 'young', 'boy', 'befriends', 'boy', 'life', 'side', 'fence', 'unaware', 'jewish', 'prisoner']",Dramas,"United Kingdom, United States",Movie,PG-13
10932,The Brave One,"['new', 'york', 'city', 'radio', 'host', 'erica', 'bain', 'decides', 'law', 'hand', 'losing', 'fiancé', 'brutal', 'central', 'park', 'attack']",Dramas,United States,Movie,R
10933,The Brave One,"['new', 'york', 'city', 'radio', 'host', 'erica', 'bain', 'decides', 'law', 'hand', 'losing', 'fiancé', 'brutal', 'central', 'park', 'attack']",Thrillers,United States,Movie,R
10934,The Brawler,"['newly', 'famous', 'challenging', 'muhammad', 'ali', 'championship', 'title', 'boxer', 'chuck', 'wepner', 'spiral', 'slippery', 'slope', 'celebrity']",Dramas,United States,Movie,TV-MA
10936,The Brawler,"['newly', 'famous', 'challenging', 'muhammad', 'ali', 'championship', 'title', 'boxer', 'chuck', 'wepner', 'spiral', 'slippery', 'slope', 'celebrity']",Sports,United States,Movie,TV-MA
10937,The Breadwinner,"['courageous', 'afghan', 'girl', 'disguise', 'boy', 'odd', 'job', 'provide', 'family', 'father', 'arrested']",Family,"Ireland, Canada, Luxembourg, United States, United Kingdom, Philippines, India",Movie,PG-13
10938,The Breadwinner,"['courageous', 'afghan', 'girl', 'disguise', 'boy', 'odd', 'job', 'provide', 'family', 'father', 'arrested']",Dramas,"Ireland, Canada, Luxembourg, United States, United Kingdom, Philippines, India",Movie,PG-13
10940,The Break-Up,"['cohabitating', 'couple', 'gary', 'brooke', 'petty', 'spat', 'turn', 'battle', 'home', 'condo']",Comedies,United States,Movie,PG-13
10941,The Break-Up,"['cohabitating', 'couple', 'gary', 'brooke', 'petty', 'spat', 'turn', 'battle', 'home', 'condo']",Dramas,United States,Movie,PG-13
10942,The Break-Up,"['cohabitating', 'couple', 'gary', 'brooke', 'petty', 'spat', 'turn', 'battle', 'home', 'condo']",Romantics,United States,Movie,PG-13
10943,The Bridge,"['yoruba', 'prince', 'young', 'lady', 'prominent', 'igbo', 'family', 'face', 'tribal', 'prejudice', 'parental', 'pressure', 'secretly', 'wed']",Dramas,Nigeria,Movie,TV-14
10945,The Bridge,"['yoruba', 'prince', 'young', 'lady', 'prominent', 'igbo', 'family', 'face', 'tribal', 'prejudice', 'parental', 'pressure', 'secretly', 'wed']",Romantics,Nigeria,Movie,TV-14
10946,The Brothers Grimm,"['brother', 'jake', 'grimm', 'travel', 'village', 'village', 'posing', 'exterminator', 'magical', 'creature', 'reality', 'expert', 'con', 'artist']",Action,"United States, Czech Republic, United Kingdom",Movie,PG-13
10947,The Brothers Grimm,"['brother', 'jake', 'grimm', 'travel', 'village', 'village', 'posing', 'exterminator', 'magical', 'creature', 'reality', 'expert', 'con', 'artist']",Fantasy,"United States, Czech Republic, United Kingdom",Movie,PG-13
10948,The Bucket List,"['terminally', 'ill', 'men', 'bust', 'cancer', 'ward', 'plan', 'experience', 'life', 'fullest', 'kick', 'bucket']",Comedies,United States,Movie,PG-13
10949,The Bucket List,"['terminally', 'ill', 'men', 'bust', 'cancer', 'ward', 'plan', 'experience', 'life', 'fullest', 'kick', 'bucket']",Dramas,United States,Movie,PG-13
10950,The Bye Bye Man,"['college', 'student', 'move', 'house', 'discover', 'unwittingly', 'unleashed', 'supernatural', 'killer', 'known', 'bye', 'bye', 'man']",Horror,"United States, China",Movie,PG-13
10951,The Bye Bye Man,"['college', 'student', 'move', 'house', 'discover', 'unwittingly', 'unleashed', 'supernatural', 'killer', 'known', 'bye', 'bye', 'man']",Thrillers,"United States, China",Movie,PG-13
10953,The Bygone,"['way', 'life', 'threat', 'due', 'oil', 'fracking', 'boom', 'young', 'rancher', 'defends', 'lakota', 'woman', 'becomes', 'entangled', 'human', 'trafficking']",Thrillers,United States,Movie,TV-MA
10954,The Cakemaker,"['german', 'baker', 'travel', 'jerusalem', 'search', 'dead', 'male', 'lover', 'family', 'growing', 'involvement', 'expose', 'truth']",Dramas,"Israel, Germany",Movie,TV-14
10957,The Captive,"['year', 'daughter', 'abduction', 'tore', 'apart', 'parent', 'receive', 'enigmatic', 'clue', 'kidnapper', 'hinting', 'still', 'alive']",Dramas,Canada,Movie,R
10958,The Captive,"['year', 'daughter', 'abduction', 'tore', 'apart', 'parent', 'receive', 'enigmatic', 'clue', 'kidnapper', 'hinting', 'still', 'alive']",Thrillers,Canada,Movie,R
10959,The Car,"['small', 'southwestern', 'town', 'sheriff', 'wade', 'parent', 'running', 'people', 'via', 'mysterious', 'driverless', 'black', 'sedan']",Classic,United States,Movie,PG
10960,The Car,"['small', 'southwestern', 'town', 'sheriff', 'wade', 'parent', 'running', 'people', 'via', 'mysterious', 'driverless', 'black', 'sedan']",Horror,United States,Movie,PG
10961,The Carter Effect,"['featuring', 'nba', 'vince', 'carter', 'documentary', 'look', 'impact', 'pop', 'culture', 'canadian', 'basketball', 'scene']",Documentaries,United States,Movie,TV-MA
10962,The Carter Effect,"['featuring', 'nba', 'vince', 'carter', 'documentary', 'look', 'impact', 'pop', 'culture', 'canadian', 'basketball', 'scene']",Sports,United States,Movie,TV-MA
10963,The Case for Christ,"['bothered', 'wife', 'unyielding', 'belief', 'christianity', 'investigative', 'reporter', 'set', 'use', 'verifiable', 'fact', 'poke', 'hole', 'faith']",Dramas,United States,Movie,TV-PG
10964,The Case for Christ,"['bothered', 'wife', 'unyielding', 'belief', 'christianity', 'investigative', 'reporter', 'set', 'use', 'verifiable', 'fact', 'poke', 'hole', 'faith']",Faith,United States,Movie,TV-PG
10965,The Cell,"['special', 'operation', 'officer', 'vow', 'revenge', 'terrorist', 'killed', 'friend', 'brutal', 'attack']",Action,Egypt,Movie,TV-MA
10966,The Cell,"['special', 'operation', 'officer', 'vow', 'revenge', 'terrorist', 'killed', 'friend', 'brutal', 'attack']",Dramas,Egypt,Movie,TV-MA
10968,The CEO,"['group', 'executive', 'head', 'telecommunication', 'retreat', 'pick', 'firm', 'new', 'ceo', 'contest', 'win', 'stay', 'alive']",Dramas,Nigeria,Movie,TV-14
10970,The CEO,"['group', 'executive', 'head', 'telecommunication', 'retreat', 'pick', 'firm', 'new', 'ceo', 'contest', 'win', 'stay', 'alive']",Thrillers,Nigeria,Movie,TV-14
10971,The Charnel House,"['architect', 'transforms', 'slaughterhouse', 'trendy', 'loft', 'new', 'inhabitant', 'discover', 'structure', 'haunted', 'evil', 'past']",Horror,United States,Movie,R
10972,The Charnel House,"['architect', 'transforms', 'slaughterhouse', 'trendy', 'loft', 'new', 'inhabitant', 'discover', 'structure', 'haunted', 'evil', 'past']",Thrillers,United States,Movie,R
10973,The Chord,"['detective', 'investigates', 'murder', 'young', 'musician', 'whose', 'philandering', 'lifestyle', 'leaf', 'long', 'list', 'suspect', 'lot', 'question']",Dramas,Egypt,Movie,TV-MA
10975,The Chord,"['detective', 'investigates', 'murder', 'young', 'musician', 'whose', 'philandering', 'lifestyle', 'leaf', 'long', 'list', 'suspect', 'lot', 'question']",Musical,Egypt,Movie,TV-MA
10976,The Chosen,"['spanish', 'revolutionary', 'ramón', 'train', 'soviet', 'spy', 'impersonating', 'wealthy', 'belgian', 'part', 'plot', 'assassinate', 'leon', 'trotsky', 'mexico']",Dramas,"Spain, Mexico",Movie,TV-14
10978,The Chosen,"['spanish', 'revolutionary', 'ramón', 'train', 'soviet', 'spy', 'impersonating', 'wealthy', 'belgian', 'part', 'plot', 'assassinate', 'leon', 'trotsky', 'mexico']",Thrillers,"Spain, Mexico",Movie,TV-14
10979,The Chosen Ones,"['young', 'ulises', 'fall', 'love', 'teen', 'sofia', 'even', 'forced', 'lure', 'family', 'prostitution', 'ring', 'anything', 'rescue']",Dramas,"Mexico, France",Movie,TV-MA
10982,The Christmas Candle,"['progressive', 'new', 'minister', 'arrival', 'small', 'village', 'threatens', 'end', 'tradition', 'brings', 'yuletide', 'miracle', 'resident']",Dramas,"United Kingdom, United States",Movie,PG
10983,The Christmas Candle,"['progressive', 'new', 'minister', 'arrival', 'small', 'village', 'threatens', 'end', 'tradition', 'brings', 'yuletide', 'miracle', 'resident']",Faith,"United Kingdom, United States",Movie,PG
10984,The Christmas Project,"['brother', 'prepare', 'war', 'forced', 'deliver', 'secret', 'holiday', 'gift', 'school', 'bully', 'soon', 'learn', 'kindness', 'go', 'long', 'way']",Family,United States,Movie,TV-PG
10985,The Christmas Project,"['brother', 'prepare', 'war', 'forced', 'deliver', 'secret', 'holiday', 'gift', 'school', 'bully', 'soon', 'learn', 'kindness', 'go', 'long', 'way']",Comedies,United States,Movie,TV-PG
10986,The Cincinnati Kid,"['new', 'orleans', 'cocksure', 'stud', 'poker', 'player', 'eric', 'stoner', 'titular', 'cincinnati', 'kid', 'challenge', 'longtime', 'champ', 'lancey', 'man', 'howard', 'showdown', 'table', 'war', 'nerve', 'ensues']",Classic,United States,Movie,TV-14
10987,The Cincinnati Kid,"['new', 'orleans', 'cocksure', 'stud', 'poker', 'player', 'eric', 'stoner', 'titular', 'cincinnati', 'kid', 'challenge', 'longtime', 'champ', 'lancey', 'man', 'howard', 'showdown', 'table', 'war', 'nerve', 'ensues']",Dramas,United States,Movie,TV-14
10988,The Company Men,"['successful', 'businessman', 'come', 'america', 'downsizing', 'epidemic', 'loses', 'job', 'forced', 'construction', 'gig']",Dramas,United States,Movie,R
10990,The Competition,"['developing', 'infidelity', 'formula', 'said', 'repel', 'cheating', 'popular', 'blogger', 'cross', 'path', 'charming', 'lawyer', 'willing', 'put', 'test']",Comedies,United States,Movie,TV-14
10991,The Competition,"['developing', 'infidelity', 'formula', 'said', 'repel', 'cheating', 'popular', 'blogger', 'cross', 'path', 'charming', 'lawyer', 'willing', 'put', 'test']",Romantics,United States,Movie,TV-14
10992,The Confirmation,"['divorced', 'handyman', 'drinking', 'problem', 'bond', 'son', 'search', 'stolen', 'toolbox', 'lead', 'series', 'misadventure']",Comedies,Canada,Movie,PG-13
10993,The Confirmation,"['divorced', 'handyman', 'drinking', 'problem', 'bond', 'son', 'search', 'stolen', 'toolbox', 'lead', 'series', 'misadventure']",Dramas,Canada,Movie,PG-13
10995,The Congress,"['actress', 'robin', 'wright', 'play', 'surreal', 'drama', 'film', 'star', 'agrees', 'digital', 'image', 'recorded', 'reuse', 'future', 'film']",Dramas,"Israel, Germany, Poland, Luxembourg, Belgium, France, United States",Movie,TV-MA
10997,The Congress,"['actress', 'robin', 'wright', 'play', 'surreal', 'drama', 'film', 'star', 'agrees', 'digital', 'image', 'recorded', 'reuse', 'future', 'film']",Fantasy,"Israel, Germany, Poland, Luxembourg, Belgium, France, United States",Movie,TV-MA
10998,The Consul's Son,"['notorious', 'forger', 'known', 'ability', 'create', 'fake', 'passport', 'visa', 'target', 'con', 'man', 'ruse']",Comedies,Egypt,Movie,TV-14
11000,The Consul's Son,"['notorious', 'forger', 'known', 'ability', 'create', 'fake', 'passport', 'visa', 'target', 'con', 'man', 'ruse']",Thrillers,Egypt,Movie,TV-14
11001,The Craft,"['catholic', 'school', 'new', 'girl', 'fall', 'clique', 'teen', 'witch', 'wield', 'power', 'anyone', 'cross', 'even', 'parent']",Horror,United States,Movie,R
11002,The Craft,"['catholic', 'school', 'new', 'girl', 'fall', 'clique', 'teen', 'witch', 'wield', 'power', 'anyone', 'cross', 'even', 'parent']",Thrillers,United States,Movie,R
11003,The Croods,"['earthquake', 'obliterates', 'cave', 'unworldly', 'prehistoric', 'family', 'forced', 'journey', 'unfamiliar', 'terrain', 'search', 'new', 'home']",Family,United States,Movie,PG
11004,The Croods,"['earthquake', 'obliterates', 'cave', 'unworldly', 'prehistoric', 'family', 'forced', 'journey', 'unfamiliar', 'terrain', 'search', 'new', 'home']",Comedies,United States,Movie,PG
11005,The Crow,"['year', 'eric', 'draven', 'fiancée', 'murdered', 'draven', 'watched', 'hypnotic', 'crow', 'return', 'grave', 'exact', 'revenge']",Action,United States,Movie,R
11006,The Crow,"['year', 'eric', 'draven', 'fiancée', 'murdered', 'draven', 'watched', 'hypnotic', 'crow', 'return', 'grave', 'exact', 'revenge']",Classic,United States,Movie,R
11007,The Crow,"['year', 'eric', 'draven', 'fiancée', 'murdered', 'draven', 'watched', 'hypnotic', 'crow', 'return', 'grave', 'exact', 'revenge']",Fantasy,United States,Movie,R
11008,The Cruise,"['captain', 'pleasant', 'cruise', 'ship', 'mistake', 'mischievous', 'stowaway', 'entertainment', 'director', 'wild', 'wacky', 'hijinks', 'ensue']",Comedies,Poland,Movie,TV-PG
11009,The Cruise,"['captain', 'pleasant', 'cruise', 'ship', 'mistake', 'mischievous', 'stowaway', 'entertainment', 'director', 'wild', 'wacky', 'hijinks', 'ensue']",Classic,Poland,Movie,TV-PG
11011,The Crying Game,"['ira', 'terrorist', 'fergus', 'bond', 'prisoner', 'jody', 'jody', 'tell', 'fergus', 'girlfriend', 'dil', 'fergus', 'later', 'fall', 'love']",Classic,"United Kingdom, Japan, United States",Movie,R
11013,The Crying Game,"['ira', 'terrorist', 'fergus', 'bond', 'prisoner', 'jody', 'jody', 'tell', 'fergus', 'girlfriend', 'dil', 'fergus', 'later', 'fall', 'love']",Thrillers,"United Kingdom, Japan, United States",Movie,R
11014,The D Train,"['loser', 'charge', 'planning', 'high', 'school', 'class', 'reunion', 'think', 'scored', 'major', 'coup', 'marginally', 'famous', 'alum', 'attend']",Comedies,"United Kingdom, United States",Movie,R
11015,The Damned Rain,"['optimistic', 'farmer', 'determined', 'succeed', 'spite', 'lack', 'rain', 'region', 'sinking', 'spirit', 'around']",Dramas,India,Movie,TV-14
11017,The Dancer,"['orphaned', 'tragedy', 'took', 'life', 'parent', 'srintil', 'grows', 'poor', 'indonesian', 'village', 'aspiring', 'sacred', 'dancer']",Dramas,Indonesia,Movie,TV-MA
11019,The Dancer,"['orphaned', 'tragedy', 'took', 'life', 'parent', 'srintil', 'grows', 'poor', 'indonesian', 'village', 'aspiring', 'sacred', 'dancer']",Romantics,Indonesia,Movie,TV-MA
11020,The Dark Crystal,"['mythical', 'tale', 'jen', 'last', 'gelfling', 'race', 'charged', 'healing', 'crystal', 'truth', 'mutilation', 'set', 'era', 'terror']",Family,"United States, United Kingdom",Movie,PG
11021,The Dark Side of Life: Mumbai City,"['struggling', 'mumbai', 'pressure', 'private', 'battle', 'depression', 'life', 'intersect', 'reach', 'breaking', 'point']",Dramas,India,Movie,TV-MA
11023,The Daughter,"['returned', 'home', 'cagey', 'father', 'wedding', 'estranged', 'man', 'know', 'childhood', 'friend', 'family', 'uncovers', 'devastating', 'secret']",Dramas,Australia,Movie,TV-MA
11024,The Dawn Wall,"['camera', 'follow', 'tommy', 'caldwell', 'kevin', 'jorgeson', 'staggering', 'challenge', 'yosemite', 'formidable', 'rock', 'formation']",Documentaries,"Austria, United States",Movie,TV-MA
11025,The Dawn Wall,"['camera', 'follow', 'tommy', 'caldwell', 'kevin', 'jorgeson', 'staggering', 'challenge', 'yosemite', 'formidable', 'rock', 'formation']",Sports,"Austria, United States",Movie,TV-MA
11026,The Departed,"['rookie', 'boston', 'cop', 'sent', 'deep', 'undercover', 'inside', 'gang', 'charismatic', 'irish', 'mob', 'bos', 'department']",Dramas,"United States, Hong Kong",Movie,R
11027,The Departed,"['rookie', 'boston', 'cop', 'sent', 'deep', 'undercover', 'inside', 'gang', 'charismatic', 'irish', 'mob', 'bos', 'department']",Thrillers,"United States, Hong Kong",Movie,R
11028,The Desert Bride,"['traveling', 'across', 'argentina', 'new', 'job', 'longtime', 'maid', 'encounter', 'salesman', 'open', 'eye', 'life', 'beauty', 'possibility']",Dramas,"Argentina, Chile",Movie,TV-14
11030,The Detained,"['high', 'school', 'student', 'serving', 'saturday', 'detention', 'former', 'correction', 'facility', 'way', 'outsmart', 'unseen', 'menace', 'kill']",Horror,United States,Movie,TV-14
11031,The Detained,"['high', 'school', 'student', 'serving', 'saturday', 'detention', 'former', 'correction', 'facility', 'way', 'outsmart', 'unseen', 'menace', 'kill']",Thrillers,United States,Movie,TV-14
11032,The Devil Inside,"['spooky', 'grisly', 'thriller', 'follows', 'woman', 'quest', 'truth', 'behind', 'claim', 'mother', 'killed', 'people', 'exorcism']",Horror,United States,Movie,R
11033,The Devil Inside,"['spooky', 'grisly', 'thriller', 'follows', 'woman', 'quest', 'truth', 'behind', 'claim', 'mother', 'killed', 'people', 'exorcism']",Thrillers,United States,Movie,R
11034,The Diabolical,"['terrorized', 'unexplained', 'disturbance', 'horrific', 'vision', 'home', 'young', 'widowed', 'mother', 'turn', 'scientist', 'boyfriend']",Horror,United States,Movie,TV-MA
11035,The Diabolical,"['terrorized', 'unexplained', 'disturbance', 'horrific', 'vision', 'home', 'young', 'widowed', 'mother', 'turn', 'scientist', 'boyfriend']",Fantasy,United States,Movie,TV-MA
11036,The Diabolical,"['terrorized', 'unexplained', 'disturbance', 'horrific', 'vision', 'home', 'young', 'widowed', 'mother', 'turn', 'scientist', 'boyfriend']",Thrillers,United States,Movie,TV-MA
11037,The Dreamer,"['trio', 'friend', 'struggle', 'make', 'adolescence', 'hoping', 'bigger', 'better', 'thing', 'await']",Dramas,Indonesia,Movie,TV-PG
11039,The Drowning,"['child', 'psychologist', 'tom', 'seymour', 'testimony', 'helped', 'convict', 'boy', 'murder', 'year', 'later', 'path', 'cross', 'raising', 'uncomfortable', 'question']",Thrillers,"United States, Hong Kong",Movie,TV-MA
11040,The Duel,"['texas', 'ranger', 'investigates', 'suspicious', 'death', 'town', 'ruled', 'religious', 'despot', 'whose', 'past', 'contains', 'disturbing', 'link']",Dramas,United States,Movie,R
11041,The Dukes of Hazzard,"['duke', 'boy', 'back', 'comedy', 'based', 'tv', 'series', 'following', 'bo', 'luke', 'tear', 'around', 'hazzard', 'county', 'trusty', 'dodge', 'charger']",Action,United States,Movie,PG-13
11042,The Dukes of Hazzard,"['duke', 'boy', 'back', 'comedy', 'based', 'tv', 'series', 'following', 'bo', 'luke', 'tear', 'around', 'hazzard', 'county', 'trusty', 'dodge', 'charger']",Comedies,United States,Movie,PG-13
11043,The Dukes of Hazzard: The Beginning,"['mischievous', 'duke', 'boy', 'bo', 'luke', 'sent', 'live', 'uncle', 'jesse', 'cousin', 'daisy', 'prequel', 'movie', 'popular', 'tv', 'series']",Action,United States,Movie,R
11044,The Dukes of Hazzard: The Beginning,"['mischievous', 'duke', 'boy', 'bo', 'luke', 'sent', 'live', 'uncle', 'jesse', 'cousin', 'daisy', 'prequel', 'movie', 'popular', 'tv', 'series']",Comedies,United States,Movie,R
11045,The Eichmann Show,"['astonishing', 'true', 'story', 'behind', 'moment', 'tv', 'history', 'live', 'broadcast', 'nazi', 'adolf', 'eichmann', 'trial', 'jerusalem']",Dramas,"United Kingdom, Lithuania",Movie,TV-MA
11047,The End of the Tour,"['rolling', 'stone', 'reporter', 'david', 'lipsky', 'shadow', 'famed', 'writer', 'david', 'foster', 'wallace', 'fictionalized', 'account', 'revealing', 'encounter']",Dramas,United States,Movie,R
11050,The Endless,"['kid', 'escaped', 'ufo', 'death', 'cult', 'adult', 'brother', 'seek', 'answer', 'old', 'videotape', 'surface', 'brings', 'back', 'began']",Fantasy,United States,Movie,TV-MA
11051,The Endless,"['kid', 'escaped', 'ufo', 'death', 'cult', 'adult', 'brother', 'seek', 'answer', 'old', 'videotape', 'surface', 'brings', 'back', 'began']",Thrillers,United States,Movie,TV-MA
11052,The Evil Dead,"['stop', 'remote', 'cabin', 'deep', 'within', 'wood', 'group', 'teen', 'begin', 'turning', 'zombie', 'director', 'sam', 'raimi', 'cult', 'classic']",Classic,United States,Movie,TV-MA
11053,The Evil Dead,"['stop', 'remote', 'cabin', 'deep', 'within', 'wood', 'group', 'teen', 'begin', 'turning', 'zombie', 'director', 'sam', 'raimi', 'cult', 'classic']",Classic,United States,Movie,TV-MA
11054,The Evil Dead,"['stop', 'remote', 'cabin', 'deep', 'within', 'wood', 'group', 'teen', 'begin', 'turning', 'zombie', 'director', 'sam', 'raimi', 'cult', 'classic']",Horror,United States,Movie,TV-MA
11055,The Exception,"['world', 'war', 'ii', 'nazi', 'officer', 'charged', 'protecting', 'exiled', 'kaiser', 'wilhelm', 'ii', 'spy', 'begin', 'steamy', 'affair', 'secretive', 'dutch', 'maid']",Dramas,"United Kingdom, United States",Movie,R
11056,The Exception,"['world', 'war', 'ii', 'nazi', 'officer', 'charged', 'protecting', 'exiled', 'kaiser', 'wilhelm', 'ii', 'spy', 'begin', 'steamy', 'affair', 'secretive', 'dutch', 'maid']",Romantics,"United Kingdom, United States",Movie,R
11057,The Eyes of My Mother,"['remote', 'farmhouse', 'witnessed', 'traumatic', 'childhood', 'event', 'young', 'woman', 'develops', 'grisly', 'fascination', 'violence']",Horror,United States,Movie,R
11059,The Fear,"['richie', 'beckett', 'aging', 'brighton', 'crime', 'bos', 'struggling', 'onset', 'dementia', 'rival', 'gang', 'trying', 'territory']",British,United Kingdom,TV Show,TV-MA
11060,The Fear,"['richie', 'beckett', 'aging', 'brighton', 'crime', 'bos', 'struggling', 'onset', 'dementia', 'rival', 'gang', 'trying', 'territory']",Crime,United Kingdom,TV Show,TV-MA
11061,The Fear,"['richie', 'beckett', 'aging', 'brighton', 'crime', 'bos', 'struggling', 'onset', 'dementia', 'rival', 'gang', 'trying', 'territory']",Dramas,United Kingdom,TV Show,TV-MA
11062,The Feels,"['bachelorette', 'weekend', 'lesbian', 'couple', 'relationship', 'hit', 'snag', 'bride', 'confesses', 'never', 'orgasm']",Comedies,United States,Movie,TV-MA
11064,The Feels,"['bachelorette', 'weekend', 'lesbian', 'couple', 'relationship', 'hit', 'snag', 'bride', 'confesses', 'never', 'orgasm']",LGBTQ,United States,Movie,TV-MA
11065,The Fighter,"['string', 'defeat', 'boxer', 'rediscovers', 'fighting', 'trainer', 'pugilist']",Dramas,United States,Movie,R
11066,The Fighter,"['string', 'defeat', 'boxer', 'rediscovers', 'fighting', 'trainer', 'pugilist']",Sports,United States,Movie,R
11067,The Figurine (Araromire),"['pair', 'friend', 'discovers', 'mystical', 'sculpture', 'abandoned', 'shrine', 'good', 'fortune', 'bestowed', 'upon', 'luck', 'start', 'running']",Horror,Nigeria,Movie,TV-14
11069,The Figurine (Araromire),"['pair', 'friend', 'discovers', 'mystical', 'sculpture', 'abandoned', 'shrine', 'good', 'fortune', 'bestowed', 'upon', 'luck', 'start', 'running']",Thrillers,Nigeria,Movie,TV-14
11070,The Final Destination,"['nick', 'think', 'cheated', 'death', 'keep', 'grisly', 'premonition', 'becoming', 'reality', 'soon', 'realizes', 'fate', 'plan']",Horror,United States,Movie,R
11071,The First Line,"['determined', 'athenian', 'attorney', 'spearhead', 'lawsuit', 'british', 'museum', 'return', 'parthenon', 'marble', 'greece']",Dramas,"United States, Greece, United Kingdom",Movie,TV-14
11073,The First Temptation of Christ,"['jesus', 'hitting', 'big', 'brings', 'surprise', 'guest', 'meet', 'family', 'christmas', 'special', 'wrong', 'comedian', 'porta', 'do', 'fundos']",Comedies,Brazil,Movie,TV-MA
11075,The First Wives Club,"['following', 'friend', 'suicide', 'husband', 'dump', 'younger', 'model', 'woman', 'plot', 'payback', 'ex']",Comedies,United States,Movie,PG
11076,The Five,"['twenty', 'year', 'jesse', 'disappears', 'near', 'home', 'dna', 'turn', 'scene', 'woman', 'murder', 'baffling', 'family', 'police']",British,United Kingdom,TV Show,TV-MA
11077,The Five,"['twenty', 'year', 'jesse', 'disappears', 'near', 'home', 'dna', 'turn', 'scene', 'woman', 'murder', 'baffling', 'family', 'police']",Crime,United Kingdom,TV Show,TV-MA
11078,The Five,"['twenty', 'year', 'jesse', 'disappears', 'near', 'home', 'dna', 'turn', 'scene', 'woman', 'murder', 'baffling', 'family', 'police']",Dramas,United Kingdom,TV Show,TV-MA
11079,The Five Venoms,"['dying', 'kung', 'fu', 'master', 'sends', 'last', 'student', 'track', 'former', 'pupil', 'order', 'learn', 'become', 'evil']",Action,Hong Kong,Movie,R
11080,The Five Venoms,"['dying', 'kung', 'fu', 'master', 'sends', 'last', 'student', 'track', 'former', 'pupil', 'order', 'learn', 'become', 'evil']",Classic,Hong Kong,Movie,R
11082,The Flintstones,"['flintstone', 'hit', 'big', 'screen', 'comedy', 'fred', 'barney', 'struggling', 'cope', 'pressure', 'work', 'family']",Family,United States,Movie,PG
11083,The Flintstones,"['flintstone', 'hit', 'big', 'screen', 'comedy', 'fred', 'barney', 'struggling', 'cope', 'pressure', 'work', 'family']",Comedies,United States,Movie,PG
11084,The Flintstones in Viva Rock Vegas,"['digital', 'dinosaur', 'rule', 'day', 'fred', 'barney', 'betty', 'wilma', 'vega', 'storm', 'prequel', 'posit', 'life', 'marriage']",Family,United States,Movie,PG
11085,The Flintstones in Viva Rock Vegas,"['digital', 'dinosaur', 'rule', 'day', 'fred', 'barney', 'betty', 'wilma', 'vega', 'storm', 'prequel', 'posit', 'life', 'marriage']",Comedies,United States,Movie,PG
11086,The Flintstones in Viva Rock Vegas,"['digital', 'dinosaur', 'rule', 'day', 'fred', 'barney', 'betty', 'wilma', 'vega', 'storm', 'prequel', 'posit', 'life', 'marriage']",Romantics,United States,Movie,PG
11087,The Flying Guillotine,"['china', 'emperor', 'command', 'weapon', 'invented', 'kill', 'distance', 'without', 'trace', 'order', 'used', 'wielders']",Action,Hong Kong,Movie,TV-MA
11088,The Flying Guillotine,"['china', 'emperor', 'command', 'weapon', 'invented', 'kill', 'distance', 'without', 'trace', 'order', 'used', 'wielders']",Dramas,Hong Kong,Movie,TV-MA
11090,The Forbidden Kingdom,"['jackie', 'chan', 'jet', 'li', 'star', 'rousing', 'adventure', 'martial', 'art', 'movie', 'fan', 'mystical', 'staff', 'transport', 'ancient', 'china']",Action,"United States, China",Movie,PG-13
11091,The Forbidden Kingdom,"['jackie', 'chan', 'jet', 'li', 'star', 'rousing', 'adventure', 'martial', 'art', 'movie', 'fan', 'mystical', 'staff', 'transport', 'ancient', 'china']",Fantasy,"United States, China",Movie,PG-13
11092,The Foreigner,"['daughter', 'killed', 'terrorist', 'sullen', 'restaurateur', 'seek', 'identity', 'responsible', 'travel', 'ireland', 'vengeance']",Action,"United Kingdom, China, United States, India",Movie,R
11094,The Forgotten,"['teenager', 'go', 'live', 'father', 'abandoned', 'public', 'housing', 'hears', 'strange', 'noise', 'decides', 'investigate', 'new', 'friend']",Horror,United Kingdom,Movie,TV-MA
11095,The Founder,"['fateful', 'encounter', 'mcdonald', 'brother', 'struggling', 'salesman', 'ray', 'kroc', 'becomes', 'driven', 'change', 'way', 'hamburger', 'made', 'sold']",Dramas,"United States, Greece",Movie,PG-13
11096,The Free Man,"['olympic', 'freestyle', 'skier', 'jossi', 'well', 'learns', 'dangerous', 'extreme', 'sport', 'highlining', 'daredevil', 'flying', 'frenchies']",Documentaries,New Zealand,Movie,TV-PG
11097,The Free Man,"['olympic', 'freestyle', 'skier', 'jossi', 'well', 'learns', 'dangerous', 'extreme', 'sport', 'highlining', 'daredevil', 'flying', 'frenchies']",Sports,New Zealand,Movie,TV-PG
